Trial number,Testcase,Crash,Health,Operator log,Consistency,Differential,Custom
testrun-2024-01-23-14-44/trial-06-0006/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""insecure\""]"", ""testcase"": ""Disabled""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-06-0006/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0007/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0007/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""insecure\""]"", ""testcase"": ""disabled""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-06-0007/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0007/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""insecure\""]"", ""testcase"": ""Enabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0007/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""insecure\""]"", ""testcase"": ""enabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0008/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0008/0001,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""secure\""]"", ""testcase"": ""off""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0008/0002,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""secure\""]"", ""testcase"": ""On""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0008/0003,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""secure\""]"", ""testcase"": ""on""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0008/0004,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""secure\""]"", ""testcase"": ""Disable""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0008/0005,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""secure\""]"", ""testcase"": ""disable""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0008/0006,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""secure\""]"", ""testcase"": ""Enable""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0008/0007,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""secure\""]"", ""testcase"": ""enable""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0008/0008,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""secure\""]"", ""testcase"": ""Disabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0008/0009,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""secure\""]"", ""testcase"": ""disabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0009/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0009/0001,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""secure\""]"", ""testcase"": ""Enabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0010/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0010/0001,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""name\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0010/0002,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""name\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0010/0003,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""name\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0010/0004,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""name\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0010/0005,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""replicaServiceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0010/0006,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""replicaServiceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0010/0007,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""replicaServiceTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0010/0008,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""replicaServiceTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0010/0009,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""spec\"", \""containers\"", 0]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0010/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0011/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0011/0001,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""spec\"", \""containers\"", 0]"", ""testcase"": ""object-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0011/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0011/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""tcpPort\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0011/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""tcpPort\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0011/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0011/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""tcpPort\""]"", ""testcase"": ""number-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0012/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0012/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""files\""]"", ""testcase"": ""object-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0012/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""valueFrom\""]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0012/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""valueFrom\""]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0012/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""session_timeout_ms\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0012/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""session_timeout_ms\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0012/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""session_timeout_ms\""]"", ""testcase"": ""number-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0012/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [0] ready_replicas [None]',message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-06-0013/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0013/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0013/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-change""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [0] ready_replicas [None]',message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-06-0014/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0014/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0014/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""tlsPort\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0014/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""tlsPort\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0014/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0014/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""tlsPort\""]"", ""testcase"": ""number-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0015/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0015/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""replicaServiceTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0015/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""replicaServiceTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0015/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""replicaServiceTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0015/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""podTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0015/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""podTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0015/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""podTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0015/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""podTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0015/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""templates\"", \""logVolumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0015/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""templates\"", \""logVolumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0016/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0016/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""templates\"", \""logVolumeClaimTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0016/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""templates\"", \""logVolumeClaimTemplate\""]"", ""testcase"": ""string-change""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [1] ready_replicas [None]',,,None,
testrun-2024-01-23-14-44/trial-06-0017/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0017/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""templates\"", \""logVolumeClaimTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0017/0002,"{""field"": ""[\""spec\"", \""configuration\""]"", ""testcase"": ""object-deletion""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""configuration"", ""zookeeper"", ""nodes"", 0, ""host""]",,None,
testrun-2024-01-23-14-44/trial-06-0017/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0017/0004,"{""field"": ""[\""spec\"", \""configuration\""]"", ""testcase"": ""object-empty""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""configuration"", ""zookeeper"", ""nodes"", 0, ""host""]",,None,
testrun-2024-01-23-14-44/trial-06-0017/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0018/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0018/0001,"{""field"": ""[\""spec\"", \""templates\"", \""volumeClaimTemplates\"", 0]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0018/0002,"{""field"": ""[\""spec\"", \""templates\"", \""serviceTemplates\"", 0, \""spec\"", \""accessModes\"", 0]"", ""testcase"": ""string-deletion""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [0] ready_replicas [None]',message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-06-0019/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0019/0001,"{""field"": ""[\""spec\"", \""templates\"", \""serviceTemplates\"", 0, \""spec\"", \""accessModes\"", 0]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0019/0002,"{""field"": ""[\""spec\"", \""templates\"", \""serviceTemplates\"", 0, \""spec\"", \""accessModes\"", 0]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0019/0003,"{""field"": ""[\""spec\"", \""templates\"", \""serviceTemplates\"", 0, \""spec\"", \""accessModes\"", 0]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0019/0004,"{""field"": ""[\""spec\"", \""reconciling\"", \""cleanup\"", \""reconcileFailedObjects\"", \""pvc\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0019/0005,"{""field"": ""[\""spec\"", \""reconciling\"", \""cleanup\"", \""reconcileFailedObjects\"", \""pvc\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0019/0006,"{""field"": ""[\""spec\"", \""reconciling\"", \""cleanup\"", \""reconcileFailedObjects\"", \""pvc\""]"", ""testcase"": """"}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0019/0007,"{""field"": ""[\""spec\"", \""reconciling\"", \""cleanup\"", \""reconcileFailedObjects\"", \""pvc\""]"", ""testcase"": ""Retain""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0019/0008,"{""field"": ""[\""spec\"", \""reconciling\"", \""cleanup\"", \""reconcileFailedObjects\"", \""pvc\""]"", ""testcase"": ""Delete""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0019/0009,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""logVolumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0019/0010,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""logVolumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0020/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0021/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0021/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""settings\""]"", ""testcase"": ""object-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0021/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""shardServiceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0021/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""shardServiceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0021/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""shardServiceTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0021/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""shardServiceTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0021/0006,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0021/0007,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0021/0008,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-empty""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-06-0021/0009,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0022/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0022/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""valueFrom\"", \""secretKeyRef\"", \""optional\""]"", ""testcase"": ""boolean-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0022/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""valueFrom\"", \""secretKeyRef\"", \""optional\""]"", ""testcase"": ""boolean-deletion""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [1] ready_replicas [None]\npod: chi-test-cluster-replicated-0-0-0',,,None,
testrun-2024-01-23-14-44/trial-06-0023/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0023/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""valueFrom\"", \""secretKeyRef\"", \""optional\""]"", ""testcase"": ""boolean-toggle-off""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0023/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""valueFrom\"", \""secretKeyRef\"", \""optional\""]"", ""testcase"": ""boolean-toggle-off""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [1] ready_replicas [None]\npod: chi-test-cluster-replicated-0-0-0',,,None,
testrun-2024-01-23-14-44/trial-06-0024/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0024/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""valueFrom\"", \""secretKeyRef\"", \""optional\""]"", ""testcase"": ""boolean-toggle-on""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0025/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0025/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""secure\""]"", ""testcase"": ""off""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0025/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""secure\""]"", ""testcase"": ""On""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0025/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""secure\""]"", ""testcase"": ""on""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0025/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""secure\""]"", ""testcase"": ""Disable""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0025/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""secure\""]"", ""testcase"": ""disable""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0025/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""secure\""]"", ""testcase"": ""Enable""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0025/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""secure\""]"", ""testcase"": ""enable""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0025/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""secure\""]"", ""testcase"": ""Disabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0025/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""secure\""]"", ""testcase"": ""disabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0026/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0026/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""secure\""]"", ""testcase"": ""Enabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0027/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0027/0001,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""type\""]"", ""testcase"": ""AnotherNamespaceAntiAffinity""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0027/0002,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""type\""]"", ""testcase"": ""AnotherClickHouseInstallationAntiAffinity""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0027/0003,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""type\""]"", ""testcase"": ""AnotherClusterAntiAffinity""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0027/0004,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""type\""]"", ""testcase"": ""MaxNumberPerNode""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0027/0005,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""type\""]"", ""testcase"": ""NamespaceAffinity""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0027/0006,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""type\""]"", ""testcase"": ""ClickHouseInstallationAffinity""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0027/0007,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""type\""]"", ""testcase"": ""ClusterAffinity""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0027/0008,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""type\""]"", ""testcase"": ""ShardAffinity""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0027/0009,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""type\""]"", ""testcase"": ""ReplicaAffinity""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0028/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0028/0001,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""type\""]"", ""testcase"": ""PreviousTailAffinity""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0029/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0029/0001,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""spec\"", \""containers\"", 0, \""livenessProbe\""]"", ""testcase"": ""k8s-tcp_probe""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0029/0002,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""spec\"", \""containers\"", 0, \""livenessProbe\""]"", ""testcase"": ""k8s-http_probe""}",message='Pod chi-test-cluster-replicated-0-0-0 crashed',"message='statefulset: chi-test-cluster-replicated-0-0 replicas [1] ready_replicas [None], chi-test-cluster-replicated-0-1 replicas [1] ready_replicas [None], chi-test-cluster-replicated-1-0 replicas [1] ready_replicas [None]'","message='Invalid input detected' responsible_property=[""spec"", ""templates"", ""podTemplates"", 0, ""spec"", ""containers"", 0, ""livenessProbe"", ""httpGet"", ""port""]",,None,
testrun-2024-01-23-14-44/trial-06-0030/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0030/0001,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""spec\"", \""containers\"", 0, \""livenessProbe\""]"", ""testcase"": ""k8s-exec_probe""}",,,,,None,
testrun-2024-01-23-14-44/trial-06-0030/0002,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""spec\"", \""containers\"", 0, \""resources\"", \""requests\"", \""memory\""]"", ""testcase"": ""k8s-quantity_increase""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [1] ready_replicas [None]',,,None,
testrun-2024-01-23-14-44/trial-06-0031/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-06-0031/0001,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""spec\"", \""containers\"", 0, \""resources\"", \""requests\"", \""memory\""]"", ""testcase"": ""k8s-quantity_decrease""}",,,,,None,
